id,sensor_id,household_id,event_type,severity,severity_score,confidence,is_night,is_meaningful,pattern_label,avg_sound_level,max_sound_level,avg_vibration,duration_ms,sample_count,started_at,ended_at,status
54,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,44.67773,44.67773,1006.0,2000,1,2026-05-11 12:30:54.819425,,new
55,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,98.63281,98.63281,8.0,2000,1,2026-05-11 12:30:57.485565,,new
56,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,118.8965,118.8965,7.0,2000,1,2026-05-11 12:31:00.128353,,new
57,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,72.50977,72.50977,8.0,2000,1,2026-05-11 12:31:03.011471,,new
58,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,45.89844,45.89844,1007.0,2000,1,2026-05-11 12:31:08.596431,,new
59,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,39.79492,39.79492,1006.0,2000,1,2026-05-11 12:31:11.406224,,new
60,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,39.79492,39.79492,1006.0,2000,1,2026-05-11 12:31:16.121179,,new
61,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,60.30273,60.30273,8.0,2000,1,2026-05-11 12:31:18.882173,,new
62,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,63.23242,63.23242,8.0,2000,1,2026-05-11 12:31:24.102087,,new
63,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,47.60742,47.60742,7.0,2000,1,2026-05-11 12:31:26.768276,,new
64,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,66.65039,66.65039,1006.0,2000,1,2026-05-11 12:31:29.632355,,new
65,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.38672,46.38672,8.0,2000,1,2026-05-11 12:31:32.295279,,new
66,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,46.63086,46.63086,1006.0,2000,1,2026-05-11 12:31:35.173042,,new
67,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,67.38281,67.38281,8.0,2000,1,2026-05-11 12:31:38.037877,,new
68,SENSOR-A101-01,1,daily_noise,medium,4.0,0.74,0,1,no_pattern,57.12891,57.12891,8.0,2000,1,2026-05-11 12:31:40.694307,,new
69,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,93.26172,93.26172,8.0,2000,1,2026-05-11 12:31:46.229204,,new
70,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,45.89844,45.89844,8.0,2000,1,2026-05-11 12:31:48.990124,,new
71,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,65.67383,65.67383,8.0,2000,1,2026-05-11 12:31:51.648771,,new
72,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,49.31641,49.31641,8.0,2000,1,2026-05-11 12:31:54.425470,,new
73,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,55.41992,55.41992,8.0,2000,1,2026-05-11 12:31:57.080898,,new
74,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,64.20898,64.20898,8.0,2000,1,2026-05-11 12:31:59.843797,,new
75,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,73.48633,73.48633,8.0,2000,1,2026-05-11 12:32:02.619950,,new
76,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,48.33984,48.33984,8.0,2000,1,2026-05-11 12:32:10.196675,,new
77,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,61.2793,61.2793,8.0,2000,1,2026-05-11 12:32:12.955181,,new
78,SENSOR-A101-01,1,repeated_vibration,critical,9.0,0.82,0,1,no_pattern,59.08203,59.08203,1006.0,2000,1,2026-05-11 12:32:15.714836,,new
79,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,118.4082,118.4082,8.0,2000,1,2026-05-11 12:32:18.376632,,new
80,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.4668,53.4668,8.0,2000,1,2026-05-11 12:32:21.049274,,new
81,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,78.85742,78.85742,8.0,2000,1,2026-05-11 12:32:23.704688,,new
82,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,48.82813,48.82813,9.0,2000,1,2026-05-11 12:32:26.470350,,new
83,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,77.88086,77.88086,1006.0,2000,1,2026-05-11 12:32:29.229384,,new
84,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,63.96484,63.96484,7.0,2000,1,2026-05-11 12:32:32.099829,,new
85,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,91.55273,91.55273,7.0,2000,1,2026-05-11 12:32:34.865590,,new
86,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,73.24219,73.24219,8.0,2000,1,2026-05-11 12:32:37.632615,,new
87,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,51.75781,51.75781,8.0,2000,1,2026-05-11 12:32:40.392963,,new
88,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,54.93164,54.93164,8.0,2000,1,2026-05-11 12:32:43.363673,,new
89,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,41.01563,41.01563,1006.0,2000,1,2026-05-11 12:32:46.232624,,new
90,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,63.23242,63.23242,7.0,2000,1,2026-05-11 12:32:49.003683,,new
91,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,41.50391,41.50391,1006.0,2000,1,2026-05-11 12:32:51.760291,,new
92,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.4668,53.4668,7.0,2000,1,2026-05-11 12:32:54.530642,,new
93,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,71.77734,71.77734,7.0,2000,1,2026-05-11 12:32:57.296904,,new
94,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,52.97852,52.97852,8.0,2000,1,2026-05-11 12:33:03.236821,,new
95,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,66.40625,66.40625,1006.0,2000,1,2026-05-11 12:33:08.964371,,new
96,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,78.125,78.125,1007.0,2000,1,2026-05-11 12:33:11.727988,,new
97,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.63086,46.63086,7.0,2000,1,2026-05-11 12:33:14.497285,,new
98,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,68.35938,68.35938,8.0,2000,1,2026-05-11 12:33:22.175543,,new
99,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,46.875,46.875,1006.0,2000,1,2026-05-11 12:33:25.038791,,new
100,SENSOR-A101-01,1,repeated_vibration,critical,9.0,0.82,0,1,no_pattern,64.94141,64.94141,1007.0,2000,1,2026-05-11 12:33:27.812806,,new
101,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,66.40625,66.40625,1007.0,2000,1,2026-05-11 12:33:30.671819,,new
102,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,70.80078,70.80078,1007.0,2000,1,2026-05-11 12:33:35.963449,,new
103,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,102.2949,102.2949,1007.0,2000,1,2026-05-11 12:33:38.659932,,new
104,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,94.9707,94.9707,8.0,2000,1,2026-05-11 12:33:41.527344,,new
105,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,62.01172,62.01172,8.0,2000,1,2026-05-11 12:33:44.192408,,new
106,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,49.31641,49.31641,8.0,2000,1,2026-05-11 12:33:46.954603,,new
107,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,48.82813,48.82813,1006.0,2000,1,2026-05-11 12:33:50.129417,,new
108,SENSOR-A101-01,1,repeated_vibration,critical,9.0,0.82,0,1,no_pattern,62.5,62.5,1006.0,2000,1,2026-05-11 12:33:52.792942,,new
109,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,47.11914,47.11914,8.0,2000,1,2026-05-11 12:34:06.516815,,new
110,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,90.82031,90.82031,9.0,2000,1,2026-05-11 12:34:19.927559,,new
111,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,84.22852,84.22852,8.0,2000,1,2026-05-11 12:34:22.701351,,new
112,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,82.51953,82.51953,1006.0,2000,1,2026-05-11 12:34:25.660071,,new
113,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,69.58008,69.58008,1008.0,2000,1,2026-05-11 12:34:28.531195,,new
114,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,51.02539,51.02539,7.0,2000,1,2026-05-11 12:34:31.395786,,new
115,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,52.73438,52.73438,7.0,2000,1,2026-05-11 12:34:34.159239,,new
116,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,90.33203,90.33203,1007.0,2000,1,2026-05-11 12:34:36.924582,,new
117,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,74.21875,74.21875,8.0,2000,1,2026-05-11 12:34:39.589228,,new
118,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.14258,46.14258,7.0,2000,1,2026-05-11 12:34:42.249095,,new
119,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,61.76758,61.76758,7.0,2000,1,2026-05-11 12:34:45.019121,,new
120,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,44.67773,44.67773,1006.0,2000,1,2026-05-11 12:34:47.816892,,new
121,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,51.02539,51.02539,8.0,2000,1,2026-05-11 12:34:50.645494,,new
122,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,62.25586,62.25586,8.0,2000,1,2026-05-11 12:34:53.315838,,new
123,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,61.03516,61.03516,8.0,2000,1,2026-05-11 12:35:01.922007,,new
124,SENSOR-A101-01,1,daily_noise,medium,4.0,0.74,0,1,no_pattern,58.83789,58.83789,8.0,2000,1,2026-05-11 12:35:04.989216,,new
125,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,65.18555,65.18555,8.0,2000,1,2026-05-11 12:35:07.859204,,new
126,SENSOR-A101-01,1,repeated_vibration,high,8.0,0.82,0,1,no_pattern,58.10547,58.10547,1005.0,2000,1,2026-05-11 12:35:10.717527,,new
127,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,71.5332,71.5332,8.0,2000,1,2026-05-11 12:35:13.516975,,new
128,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,66.65039,66.65039,8.0,2000,1,2026-05-11 12:35:21.779023,,new
129,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,55.41992,55.41992,8.0,2000,1,2026-05-11 12:35:24.683153,,new
130,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.63086,46.63086,8.0,2000,1,2026-05-11 12:35:32.633841,,new
131,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,84.7168,84.7168,8.0,2000,1,2026-05-11 12:35:45.837858,,new
132,SENSOR-A101-01,1,repeated_vibration,critical,9.0,0.82,0,1,no_pattern,59.08203,59.08203,1007.0,2000,1,2026-05-11 12:35:48.833965,,new
133,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,39.79492,39.79492,1005.0,2000,1,2026-05-11 12:35:51.675161,,new
134,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,39.0625,39.0625,1005.0,2000,1,2026-05-11 12:36:04.789542,,new
135,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,47.36328,47.36328,8.0,2000,1,2026-05-11 12:36:12.976428,,new
136,SENSOR-A101-01,1,repeated_vibration,critical,9.0,0.82,0,1,no_pattern,59.32617,59.32617,1006.0,2000,1,2026-05-11 12:36:15.850636,,new
137,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.4668,53.4668,8.0,2000,1,2026-05-11 12:36:21.378134,,new
138,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,64.45313,64.45313,8.0,2000,1,2026-05-11 12:36:24.454774,,new
139,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,40.03906,40.03906,1006.0,2000,1,2026-05-11 12:36:27.319387,,new
140,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,90.33203,90.33203,1005.0,2000,1,2026-05-11 12:36:35.506521,,new
141,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,54.93164,54.93164,8.0,2000,1,2026-05-11 12:36:39.296713,,new
142,SENSOR-A101-01,1,daily_noise,medium,4.0,0.74,0,1,no_pattern,57.86133,57.86133,8.0,2000,1,2026-05-11 12:36:42.087330,,new
143,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,56.39648,56.39648,8.0,2000,1,2026-05-11 12:36:45.131742,,new
144,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,45.16602,45.16602,8.0,2000,1,2026-05-11 12:36:47.997489,,new
145,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,83.25195,83.25195,1007.0,2000,1,2026-05-11 12:36:51.072076,,new
146,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,50.29297,50.29297,7.0,2000,1,2026-05-11 12:36:53.936607,,new
147,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,49.80469,49.80469,1006.0,2000,1,2026-05-11 12:36:56.811450,,new
148,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,51.26953,51.26953,7.0,2000,1,2026-05-11 12:37:07.352225,,new
149,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,45.6543,45.6543,1007.0,2000,1,2026-05-11 12:37:10.116329,,new
150,SENSOR-A101-01,1,repeated_vibration,high,6.0,0.82,0,1,no_pattern,40.03906,40.03906,1006.0,2000,1,2026-05-11 12:37:12.991159,,new
151,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,49.07227,49.07227,1005.0,2000,1,2026-05-11 12:37:15.849352,,new
152,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.95508,53.95508,7.0,2000,1,2026-05-11 12:37:21.174268,,new
153,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,56.15234,56.15234,7.0,2000,1,2026-05-11 12:37:24.350422,,new
154,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,63.23242,63.23242,7.0,2000,1,2026-05-11 12:37:32.445983,,new
155,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,66.89453,66.89453,7.0,2000,1,2026-05-11 12:37:35.306396,,new
156,SENSOR-A101-01,1,daily_noise,medium,5.0,0.74,0,1,no_pattern,62.5,62.5,8.0,2000,1,2026-05-11 12:37:38.285793,,new
157,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.95508,53.95508,8.0,2000,1,2026-05-11 12:37:46.675294,,new
158,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.14258,46.14258,8.0,2000,1,2026-05-11 12:37:49.539235,,new
159,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,55.17578,55.17578,7.0,2000,1,2026-05-11 12:37:57.734375,,new
160,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,52.24609,52.24609,8.0,2000,1,2026-05-11 12:38:00.702250,,new
161,SENSOR-A101-01,1,daily_noise,medium,4.0,0.74,0,1,no_pattern,58.10547,58.10547,7.0,2000,1,2026-05-11 12:38:03.469036,,new
162,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,46.14258,46.14258,8.0,2000,1,2026-05-11 12:38:06.339547,,new
163,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,47.60742,47.60742,1004.0,2000,1,2026-05-11 12:38:09.198092,,new
164,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,81.54297,81.54297,1006.0,2000,1,2026-05-11 12:38:12.272041,,new
165,SENSOR-A101-01,1,daily_noise,medium,4.0,0.74,0,1,no_pattern,58.34961,58.34961,8.0,2000,1,2026-05-11 12:38:15.248886,,new
166,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,53.71094,53.71094,7.0,2000,1,2026-05-11 12:38:18.260107,,new
167,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,71.04492,71.04492,8.0,2000,1,2026-05-11 12:38:20.978248,,new
168,SENSOR-A101-01,1,daily_noise,high,6.0,0.74,0,1,no_pattern,71.5332,71.5332,8.0,2000,1,2026-05-11 12:38:23.945093,,new
169,SENSOR-A101-01,1,repeated_vibration,critical,10.0,0.82,0,1,no_pattern,89.84375,89.84375,1007.0,2000,1,2026-05-11 12:38:26.918978,,new
170,SENSOR-A101-01,1,daily_noise,medium,3.0,0.74,0,1,no_pattern,54.44336,54.44336,7.0,2000,1,2026-05-11 12:38:29.581243,,new
171,SENSOR-A101-01,1,repeated_vibration,high,7.0,0.82,0,1,no_pattern,48.58398,48.58398,1007.0,2000,1,2026-05-11 12:38:32.487915,,new
