id,sensor_id,household_id,sound_level,vibration_value,duration_ms,acceleration_x,acceleration_y,acceleration_z,received_at,sensor_timestamp
84,SENSOR-A101-01,1,38.33008,1006.0,2000,,,,2026-05-11 12:31:21.644239,2026-05-11 12:31:21.644239
85,SENSOR-A101-01,1,63.23242,8.0,2000,,,,2026-05-11 12:31:24.102087,2026-05-11 12:31:24.102087
86,SENSOR-A101-01,1,47.60742,7.0,2000,,,,2026-05-11 12:31:26.768276,2026-05-11 12:31:26.768276
87,SENSOR-A101-01,1,66.65039,1006.0,2000,,,,2026-05-11 12:31:29.632355,2026-05-11 12:31:29.632355
88,SENSOR-A101-01,1,46.38672,8.0,2000,,,,2026-05-11 12:31:32.295279,2026-05-11 12:31:32.295279
89,SENSOR-A101-01,1,46.63086,1006.0,2000,,,,2026-05-11 12:31:35.173042,2026-05-11 12:31:35.173042
90,SENSOR-A101-01,1,67.38281,8.0,2000,,,,2026-05-11 12:31:38.037877,2026-05-11 12:31:38.037877
91,SENSOR-A101-01,1,57.12891,8.0,2000,,,,2026-05-11 12:31:40.694307,2026-05-11 12:31:40.694307
92,SENSOR-A101-01,1,39.79492,8.0,2000,,,,2026-05-11 12:31:43.763421,2026-05-11 12:31:43.763421
93,SENSOR-A101-01,1,93.26172,8.0,2000,,,,2026-05-11 12:31:46.229204,2026-05-11 12:31:46.229204
94,SENSOR-A101-01,1,45.89844,8.0,2000,,,,2026-05-11 12:31:48.990124,2026-05-11 12:31:48.990124
95,SENSOR-A101-01,1,65.67383,8.0,2000,,,,2026-05-11 12:31:51.648771,2026-05-11 12:31:51.648771
96,SENSOR-A101-01,1,49.31641,8.0,2000,,,,2026-05-11 12:31:54.425470,2026-05-11 12:31:54.425470
97,SENSOR-A101-01,1,55.41992,8.0,2000,,,,2026-05-11 12:31:57.080898,2026-05-11 12:31:57.080898
98,SENSOR-A101-01,1,64.20898,8.0,2000,,,,2026-05-11 12:31:59.843797,2026-05-11 12:31:59.843797
99,SENSOR-A101-01,1,73.48633,8.0,2000,,,,2026-05-11 12:32:02.619950,2026-05-11 12:32:02.619950
100,SENSOR-A101-01,1,40.77148,8.0,2000,,,,2026-05-11 12:32:05.271709,2026-05-11 12:32:05.271709
101,SENSOR-A101-01,1,42.23633,8.0,2000,,,,2026-05-11 12:32:07.724398,2026-05-11 12:32:07.724398
102,SENSOR-A101-01,1,48.33984,8.0,2000,,,,2026-05-11 12:32:10.196675,2026-05-11 12:32:10.196675
103,SENSOR-A101-01,1,61.2793,8.0,2000,,,,2026-05-11 12:32:12.955181,2026-05-11 12:32:12.955181
104,SENSOR-A101-01,1,59.08203,1006.0,2000,,,,2026-05-11 12:32:15.714836,2026-05-11 12:32:15.714836
105,SENSOR-A101-01,1,118.4082,8.0,2000,,,,2026-05-11 12:32:18.376632,2026-05-11 12:32:18.376632
106,SENSOR-A101-01,1,53.4668,8.0,2000,,,,2026-05-11 12:32:21.049274,2026-05-11 12:32:21.049274
107,SENSOR-A101-01,1,78.85742,8.0,2000,,,,2026-05-11 12:32:23.704688,2026-05-11 12:32:23.704688
108,SENSOR-A101-01,1,48.82813,9.0,2000,,,,2026-05-11 12:32:26.470350,2026-05-11 12:32:26.470350
109,SENSOR-A101-01,1,77.88086,1006.0,2000,,,,2026-05-11 12:32:29.229384,2026-05-11 12:32:29.229384
110,SENSOR-A101-01,1,63.96484,7.0,2000,,,,2026-05-11 12:32:32.099829,2026-05-11 12:32:32.099829
111,SENSOR-A101-01,1,91.55273,7.0,2000,,,,2026-05-11 12:32:34.865590,2026-05-11 12:32:34.865590
112,SENSOR-A101-01,1,73.24219,8.0,2000,,,,2026-05-11 12:32:37.632615,2026-05-11 12:32:37.632615
113,SENSOR-A101-01,1,51.75781,8.0,2000,,,,2026-05-11 12:32:40.392963,2026-05-11 12:32:40.392963
114,SENSOR-A101-01,1,54.93164,8.0,2000,,,,2026-05-11 12:32:43.363673,2026-05-11 12:32:43.363673
115,SENSOR-A101-01,1,41.01563,1006.0,2000,,,,2026-05-11 12:32:46.232624,2026-05-11 12:32:46.232624
116,SENSOR-A101-01,1,63.23242,7.0,2000,,,,2026-05-11 12:32:49.003683,2026-05-11 12:32:49.003683
117,SENSOR-A101-01,1,41.50391,1006.0,2000,,,,2026-05-11 12:32:51.760291,2026-05-11 12:32:51.760291
118,SENSOR-A101-01,1,53.4668,7.0,2000,,,,2026-05-11 12:32:54.530642,2026-05-11 12:32:54.530642
119,SENSOR-A101-01,1,71.77734,7.0,2000,,,,2026-05-11 12:32:57.296904,2026-05-11 12:32:57.296904
120,SENSOR-A101-01,1,40.77148,8.0,2000,,,,2026-05-11 12:33:00.060473,2026-05-11 12:33:00.060473
121,SENSOR-A101-01,1,52.97852,8.0,2000,,,,2026-05-11 12:33:03.236821,2026-05-11 12:33:03.236821
122,SENSOR-A101-01,1,41.74805,7.0,2000,,,,2026-05-11 12:33:06.108511,2026-05-11 12:33:06.108511
123,SENSOR-A101-01,1,66.40625,1006.0,2000,,,,2026-05-11 12:33:08.964371,2026-05-11 12:33:08.964371
124,SENSOR-A101-01,1,78.125,1007.0,2000,,,,2026-05-11 12:33:11.727988,2026-05-11 12:33:11.727988
125,SENSOR-A101-01,1,46.63086,7.0,2000,,,,2026-05-11 12:33:14.497285,2026-05-11 12:33:14.497285
126,SENSOR-A101-01,1,40.77148,7.0,2000,,,,2026-05-11 12:33:17.159613,2026-05-11 12:33:17.159613
127,SENSOR-A101-01,1,39.55078,7.0,2000,,,,2026-05-11 12:33:19.577657,2026-05-11 12:33:19.577657
128,SENSOR-A101-01,1,68.35938,8.0,2000,,,,2026-05-11 12:33:22.175543,2026-05-11 12:33:22.175543
129,SENSOR-A101-01,1,46.875,1006.0,2000,,,,2026-05-11 12:33:25.038791,2026-05-11 12:33:25.038791
130,SENSOR-A101-01,1,64.94141,1007.0,2000,,,,2026-05-11 12:33:27.812806,2026-05-11 12:33:27.812806
131,SENSOR-A101-01,1,66.40625,1007.0,2000,,,,2026-05-11 12:33:30.671819,2026-05-11 12:33:30.671819
132,SENSOR-A101-01,1,39.79492,7.0,2000,,,,2026-05-11 12:33:33.335689,2026-05-11 12:33:33.335689
133,SENSOR-A101-01,1,70.80078,1007.0,2000,,,,2026-05-11 12:33:35.963449,2026-05-11 12:33:35.963449
134,SENSOR-A101-01,1,102.2949,1007.0,2000,,,,2026-05-11 12:33:38.659932,2026-05-11 12:33:38.659932
135,SENSOR-A101-01,1,94.9707,8.0,2000,,,,2026-05-11 12:33:41.527344,2026-05-11 12:33:41.527344
136,SENSOR-A101-01,1,62.01172,8.0,2000,,,,2026-05-11 12:33:44.192408,2026-05-11 12:33:44.192408
137,SENSOR-A101-01,1,49.31641,8.0,2000,,,,2026-05-11 12:33:46.954603,2026-05-11 12:33:46.954603
138,SENSOR-A101-01,1,48.82813,1006.0,2000,,,,2026-05-11 12:33:50.129417,2026-05-11 12:33:50.129417
139,SENSOR-A101-01,1,62.5,1006.0,2000,,,,2026-05-11 12:33:52.792942,2026-05-11 12:33:52.792942
140,SENSOR-A101-01,1,39.79492,7.0,2000,,,,2026-05-11 12:33:55.452317,2026-05-11 12:33:55.452317
141,SENSOR-A101-01,1,40.03906,8.0,2000,,,,2026-05-11 12:33:58.117190,2026-05-11 12:33:58.117190
142,SENSOR-A101-01,1,43.70117,8.0,2000,,,,2026-05-11 12:34:00.575462,2026-05-11 12:34:00.575462
143,SENSOR-A101-01,1,40.2832,8.0,2000,,,,2026-05-11 12:34:04.053811,2026-05-11 12:34:04.053811
144,SENSOR-A101-01,1,47.11914,8.0,2000,,,,2026-05-11 12:34:06.516815,2026-05-11 12:34:06.516815
145,SENSOR-A101-01,1,40.2832,8.0,2000,,,,2026-05-11 12:34:09.277503,2026-05-11 12:34:09.277503
146,SENSOR-A101-01,1,38.08594,1006.0,2000,,,,2026-05-11 12:34:12.043590,2026-05-11 12:34:12.043590
147,SENSOR-A101-01,1,40.03906,8.0,2000,,,,2026-05-11 12:34:14.747328,2026-05-11 12:34:14.747328
148,SENSOR-A101-01,1,40.77148,8.0,2000,,,,2026-05-11 12:34:17.414628,2026-05-11 12:34:17.414628
149,SENSOR-A101-01,1,90.82031,9.0,2000,,,,2026-05-11 12:34:19.927559,2026-05-11 12:34:19.927559
150,SENSOR-A101-01,1,84.22852,8.0,2000,,,,2026-05-11 12:34:22.701351,2026-05-11 12:34:22.701351
151,SENSOR-A101-01,1,82.51953,1006.0,2000,,,,2026-05-11 12:34:25.660071,2026-05-11 12:34:25.660071
152,SENSOR-A101-01,1,69.58008,1008.0,2000,,,,2026-05-11 12:34:28.531195,2026-05-11 12:34:28.531195
153,SENSOR-A101-01,1,51.02539,7.0,2000,,,,2026-05-11 12:34:31.395786,2026-05-11 12:34:31.395786
154,SENSOR-A101-01,1,52.73438,7.0,2000,,,,2026-05-11 12:34:34.159239,2026-05-11 12:34:34.159239
155,SENSOR-A101-01,1,90.33203,1007.0,2000,,,,2026-05-11 12:34:36.924582,2026-05-11 12:34:36.924582
156,SENSOR-A101-01,1,74.21875,8.0,2000,,,,2026-05-11 12:34:39.589228,2026-05-11 12:34:39.589228
157,SENSOR-A101-01,1,46.14258,7.0,2000,,,,2026-05-11 12:34:42.249095,2026-05-11 12:34:42.249095
158,SENSOR-A101-01,1,61.76758,7.0,2000,,,,2026-05-11 12:34:45.019121,2026-05-11 12:34:45.019121
159,SENSOR-A101-01,1,44.67773,1006.0,2000,,,,2026-05-11 12:34:47.816892,2026-05-11 12:34:47.816892
160,SENSOR-A101-01,1,51.02539,8.0,2000,,,,2026-05-11 12:34:50.645494,2026-05-11 12:34:50.645494
161,SENSOR-A101-01,1,62.25586,8.0,2000,,,,2026-05-11 12:34:53.315838,2026-05-11 12:34:53.315838
162,SENSOR-A101-01,1,42.96875,8.0,2000,,,,2026-05-11 12:34:56.190103,2026-05-11 12:34:56.190103
163,SENSOR-A101-01,1,39.55078,7.0,2000,,,,2026-05-11 12:34:59.113041,2026-05-11 12:34:59.113041
164,SENSOR-A101-01,1,61.03516,8.0,2000,,,,2026-05-11 12:35:01.922007,2026-05-11 12:35:01.922007
165,SENSOR-A101-01,1,58.83789,8.0,2000,,,,2026-05-11 12:35:04.989216,2026-05-11 12:35:04.989216
166,SENSOR-A101-01,1,65.18555,8.0,2000,,,,2026-05-11 12:35:07.859204,2026-05-11 12:35:07.859204
167,SENSOR-A101-01,1,58.10547,1005.0,2000,,,,2026-05-11 12:35:10.717527,2026-05-11 12:35:10.717527
168,SENSOR-A101-01,1,71.5332,8.0,2000,,,,2026-05-11 12:35:13.516975,2026-05-11 12:35:13.516975
169,SENSOR-A101-01,1,39.30664,8.0,2000,,,,2026-05-11 12:35:16.553513,2026-05-11 12:35:16.553513
170,SENSOR-A101-01,1,41.01563,8.0,2000,,,,2026-05-11 12:35:19.308749,2026-05-11 12:35:19.308749
171,SENSOR-A101-01,1,66.65039,8.0,2000,,,,2026-05-11 12:35:21.779023,2026-05-11 12:35:21.779023
172,SENSOR-A101-01,1,55.41992,8.0,2000,,,,2026-05-11 12:35:24.683153,2026-05-11 12:35:24.683153
173,SENSOR-A101-01,1,39.30664,8.0,2000,,,,2026-05-11 12:35:27.514103,2026-05-11 12:35:27.514103
174,SENSOR-A101-01,1,43.94531,7.0,2000,,,,2026-05-11 12:35:29.967645,2026-05-11 12:35:29.967645
175,SENSOR-A101-01,1,46.63086,8.0,2000,,,,2026-05-11 12:35:32.633841,2026-05-11 12:35:32.633841
176,SENSOR-A101-01,1,39.55078,8.0,2000,,,,2026-05-11 12:35:35.605462,2026-05-11 12:35:35.605462
177,SENSOR-A101-01,1,39.30664,7.0,2000,,,,2026-05-11 12:35:38.263878,2026-05-11 12:35:38.263878
178,SENSOR-A101-01,1,39.55078,8.0,2000,,,,2026-05-11 12:35:40.820769,2026-05-11 12:35:40.820769
179,SENSOR-A101-01,1,39.30664,8.0,2000,,,,2026-05-11 12:35:43.281616,2026-05-11 12:35:43.281616
180,SENSOR-A101-01,1,84.7168,8.0,2000,,,,2026-05-11 12:35:45.837858,2026-05-11 12:35:45.837858
181,SENSOR-A101-01,1,59.08203,1007.0,2000,,,,2026-05-11 12:35:48.833965,2026-05-11 12:35:48.833965
182,SENSOR-A101-01,1,39.79492,1005.0,2000,,,,2026-05-11 12:35:51.675161,2026-05-11 12:35:51.675161
183,SENSOR-A101-01,1,40.2832,7.0,2000,,,,2026-05-11 12:35:54.342683,2026-05-11 12:35:54.342683
184,SENSOR-A101-01,1,41.25977,7.0,2000,,,,2026-05-11 12:35:56.797592,2026-05-11 12:35:56.797592
185,SENSOR-A101-01,1,40.03906,7.0,2000,,,,2026-05-11 12:35:59.458030,2026-05-11 12:35:59.458030
186,SENSOR-A101-01,1,40.52734,8.0,2000,,,,2026-05-11 12:36:02.232051,2026-05-11 12:36:02.232051
187,SENSOR-A101-01,1,39.0625,1005.0,2000,,,,2026-05-11 12:36:04.789542,2026-05-11 12:36:04.789542
188,SENSOR-A101-01,1,39.79492,7.0,2000,,,,2026-05-11 12:36:07.653643,2026-05-11 12:36:07.653643
189,SENSOR-A101-01,1,39.79492,7.0,2000,,,,2026-05-11 12:36:10.312245,2026-05-11 12:36:10.312245
190,SENSOR-A101-01,1,47.36328,8.0,2000,,,,2026-05-11 12:36:12.976428,2026-05-11 12:36:12.976428
191,SENSOR-A101-01,1,59.32617,1006.0,2000,,,,2026-05-11 12:36:15.850636,2026-05-11 12:36:15.850636
192,SENSOR-A101-01,1,41.99219,8.0,2000,,,,2026-05-11 12:36:18.816507,2026-05-11 12:36:18.816507
193,SENSOR-A101-01,1,53.4668,8.0,2000,,,,2026-05-11 12:36:21.378134,2026-05-11 12:36:21.378134
194,SENSOR-A101-01,1,64.45313,8.0,2000,,,,2026-05-11 12:36:24.454774,2026-05-11 12:36:24.454774
195,SENSOR-A101-01,1,40.03906,1006.0,2000,,,,2026-05-11 12:36:27.319387,2026-05-11 12:36:27.319387
196,SENSOR-A101-01,1,39.79492,8.0,2000,,,,2026-05-11 12:36:30.084991,2026-05-11 12:36:30.084991
197,SENSOR-A101-01,1,40.77148,8.0,2000,,,,2026-05-11 12:36:32.639488,2026-05-11 12:36:32.639488
198,SENSOR-A101-01,1,90.33203,1005.0,2000,,,,2026-05-11 12:36:35.506521,2026-05-11 12:36:35.506521
199,SENSOR-A101-01,1,54.93164,8.0,2000,,,,2026-05-11 12:36:39.296713,2026-05-11 12:36:39.296713
200,SENSOR-A101-01,1,57.86133,8.0,2000,,,,2026-05-11 12:36:42.087330,2026-05-11 12:36:42.087330
201,SENSOR-A101-01,1,56.39648,8.0,2000,,,,2026-05-11 12:36:45.131742,2026-05-11 12:36:45.131742
202,SENSOR-A101-01,1,45.16602,8.0,2000,,,,2026-05-11 12:36:47.997489,2026-05-11 12:36:47.997489
203,SENSOR-A101-01,1,83.25195,1007.0,2000,,,,2026-05-11 12:36:51.072076,2026-05-11 12:36:51.072076
204,SENSOR-A101-01,1,50.29297,7.0,2000,,,,2026-05-11 12:36:53.936607,2026-05-11 12:36:53.936607
205,SENSOR-A101-01,1,49.80469,1006.0,2000,,,,2026-05-11 12:36:56.811450,2026-05-11 12:36:56.811450
206,SENSOR-A101-01,1,41.25977,8.0,2000,,,,2026-05-11 12:36:59.467178,2026-05-11 12:36:59.467178
207,SENSOR-A101-01,1,39.30664,7.0,2000,,,,2026-05-11 12:37:02.130217,2026-05-11 12:37:02.130217
208,SENSOR-A101-01,1,40.52734,8.0,2000,,,,2026-05-11 12:37:04.589286,2026-05-11 12:37:04.589286
209,SENSOR-A101-01,1,51.26953,7.0,2000,,,,2026-05-11 12:37:07.352225,2026-05-11 12:37:07.352225
210,SENSOR-A101-01,1,45.6543,1007.0,2000,,,,2026-05-11 12:37:10.116329,2026-05-11 12:37:10.116329
211,SENSOR-A101-01,1,40.03906,1006.0,2000,,,,2026-05-11 12:37:12.991159,2026-05-11 12:37:12.991159
212,SENSOR-A101-01,1,49.07227,1005.0,2000,,,,2026-05-11 12:37:15.849352,2026-05-11 12:37:15.849352
213,SENSOR-A101-01,1,40.2832,8.0,2000,,,,2026-05-11 12:37:18.618578,2026-05-11 12:37:18.618578
214,SENSOR-A101-01,1,53.95508,7.0,2000,,,,2026-05-11 12:37:21.174268,2026-05-11 12:37:21.174268
215,SENSOR-A101-01,1,56.15234,7.0,2000,,,,2026-05-11 12:37:24.350422,2026-05-11 12:37:24.350422
216,SENSOR-A101-01,1,39.55078,8.0,2000,,,,2026-05-11 12:37:27.116330,2026-05-11 12:37:27.116330
217,SENSOR-A101-01,1,38.81836,1006.0,2000,,,,2026-05-11 12:37:29.777282,2026-05-11 12:37:29.777282
218,SENSOR-A101-01,1,63.23242,7.0,2000,,,,2026-05-11 12:37:32.445983,2026-05-11 12:37:32.445983
219,SENSOR-A101-01,1,66.89453,7.0,2000,,,,2026-05-11 12:37:35.306396,2026-05-11 12:37:35.306396
220,SENSOR-A101-01,1,62.5,8.0,2000,,,,2026-05-11 12:37:38.285793,2026-05-11 12:37:38.285793
221,SENSOR-A101-01,1,41.99219,8.0,2000,,,,2026-05-11 12:37:41.252380,2026-05-11 12:37:41.252380
222,SENSOR-A101-01,1,41.50391,8.0,2000,,,,2026-05-11 12:37:44.112527,2026-05-11 12:37:44.112527
